state_name,crop,annual_rainfall,avg_temperature,production,area,yield
CHHATTISGARH,barley,1372.1000000000001,29.11,0.1,0.1,1000.0
CHHATTISGARH,barley,1254.7000000000003,29.28,0.1,0.1,1000.0
CHHATTISGARH,barley,1237.5,29.61,0.1,0.1,1000.0
CHHATTISGARH,barley,1368.6000000000001,29.33,0.1,0.1,1000.0
CHHATTISGARH,barley,1142.8,29.72,0.1,0.1,1000.0
CHHATTISGARH,barley,906.4000000000001,29.75,0.02,0.02,1000.0
CHHATTISGARH,barley,1600.1000000000001,29.99,0.02,0.02,1000.0
CHHATTISGARH,barley,1694.2,29.75,0.02,0.02,1000.0
CHHATTISGARH,barley,1144.7,29.79,0.02,0.02,1000.0
CHHATTISGARH,barley,1287.2999999999997,29.6,0.02,0.02,1000.0
CHHATTISGARH,barley,1317.7999999999997,30.06,0.02,0.02,1000.0
CHHATTISGARH,barley,1281.2,29.84,0.02,0.02,1000.0
CHHATTISGARH,barley,1108.6000000000001,29.64,0.02,0.02,1000.0
CHHATTISGARH,barley,956.7,30.3,0.02,0.02,1000.0
CHHATTISGARH,barley,1302.6,29.82,0.02,0.02,1000.0
CHHATTISGARH,barley,1377.4,29.81,0.01,0.01,1000.0
CHHATTISGARH,barley,1420.0000000000002,29.81,0.02,0.02,1000.0
CHHATTISGARH,barley,1278.6,29.72,0.02,0.02,1000.0
CHHATTISGARH,barley,1117.7,29.9,0.01,0.01,1000.0
CHHATTISGARH,barley,1694.2,29.75,4.09,4.05,1009.8765432098767
CHHATTISGARH,barley,1281.2,29.84,3.65,3.12,1169.8717948717947
CHHATTISGARH,barley,1278.6,29.72,2.28,2.13,1070.4225352112676
PUNJAB,barley,720.7,29.23,2.0,2.0,1000.0
PUNJAB,barley,463.90000000000003,29.63,1.0,1.0,1000.0
PUNJAB,barley,503.8,29.32,1.0,1.0,1000.0
PUNJAB,barley,571.4,29.12,1.0,1.0,1000.0
PUNJAB,barley,751.0000000000001,29.11,2.0,1.0,2000.0
PUNJAB,barley,710.4000000000001,29.28,7.0,4.0,1750.0
PUNJAB,barley,612.0000000000001,29.33,2.0,1.0,2000.0
PUNJAB,barley,409.50000000000006,29.72,2.0,1.0,2000.0
PUNJAB,barley,493.5,29.81,3.0,1.0,3000.0
PUNJAB,barley,720.7,29.23,1.0,1.0,1000.0
PUNJAB,barley,463.90000000000003,29.63,1.0,1.0,1000.0
PUNJAB,barley,661.7,29.58,2.0,1.0,2000.0
PUNJAB,barley,503.8,29.32,2.0,1.0,2000.0
PUNJAB,barley,571.4,29.12,1.0,1.0,1000.0
PUNJAB,barley,463.90000000000003,29.63,2.0,1.0,2000.0
PUNJAB,barley,409.50000000000006,29.72,2.0,1.0,2000.0
PUNJAB,barley,720.7,29.23,1.0,1.0,1000.0
PUNJAB,barley,463.90000000000003,29.63,2.0,1.0,2000.0
PUNJAB,barley,661.7,29.58,3.0,2.0,1500.0
PUNJAB,barley,503.8,29.32,5.0,3.0,1666.6666666666667
PUNJAB,barley,571.4,29.12,5.0,3.0,1666.6666666666667
PUNJAB,barley,751.0000000000001,29.11,2.0,2.0,1000.0
PUNJAB,barley,710.4000000000001,29.28,1.0,1.0,1000.0
PUNJAB,barley,753.0,29.61,3.0,2.0,1500.0
PUNJAB,barley,612.0000000000001,29.33,3.0,2.0,1500.0
PUNJAB,barley,409.50000000000006,29.72,1.0,1.0,1000.0
PUNJAB,barley,1222.6000000000001,29.55,3.0,1.0,3000.0
PUNJAB,barley,480.40000000000003,29.18,5.0,2.0,2500.0
PUNJAB,barley,754.7,29.14,2.8,1.4,2000.0
PUNJAB,barley,475.8,29.32,3.8,1.3,2923.076923076923
PUNJAB,barley,478.09999999999997,29.23,1.8,0.7,2571.4285714285716
PUNJAB,barley,582.9,29.55,2.8,1.0,2800.0
PUNJAB,barley,580.9000000000001,29.46,4.6,1.4,3285.714285714286
PUNJAB,barley,869.1999999999998,30.18,3.1,1.0,3100.0
PUNJAB,barley,690.0999999999999,29.05,3.0,1.0,3000.0
PUNJAB,barley,588.6,29.7,3.2,1.0,3200.0
PUNJAB,barley,720.7,29.23,6.0,3.0,2000.0
PUNJAB,barley,463.90000000000003,29.63,7.0,4.0,1750.0
PUNJAB,barley,661.7,29.58,9.0,5.0,1800.0
PUNJAB,barley,503.8,29.32,10.0,5.0,2000.0
PUNJAB,barley,571.4,29.12,9.0,4.0,2250.0
PUNJAB,barley,751.0000000000001,29.11,6.0,3.0,2000.0
PUNJAB,barley,710.4000000000001,29.28,8.0,4.0,2000.0
PUNJAB,barley,753.0,29.61,10.0,4.0,2500.0
PUNJAB,barley,612.0000000000001,29.33,9.0,3.0,3000.0
PUNJAB,barley,409.50000000000006,29.72,11.0,4.0,2750.0
PUNJAB,barley,1222.6000000000001,29.55,7.0,3.0,2333.3333333333335
PUNJAB,barley,480.40000000000003,29.18,10.0,3.0,3333.3333333333335
PUNJAB,barley,754.7,29.14,7.8,2.5,3120.0
PUNJAB,barley,475.8,29.32,10.2,3.5,2914.285714285714
PUNJAB,barley,478.09999999999997,29.23,8.18,3.09,2647.249190938511
PUNJAB,barley,582.9,29.55,7.41,2.58,2872.093023255814
PUNJAB,barley,580.9000000000001,29.46,9.94,2.78,3575.539568345324
PUNJAB,barley,869.1999999999998,30.18,10.46,2.96,3533.783783783784
PUNJAB,barley,589.6,29.58,9.1,2.75,3309.090909090909
PUNJAB,barley,690.0999999999999,29.05,8.55,3.15,2714.285714285714
PUNJAB,barley,588.6,29.7,10.78,3.15,3422.222222222222
PUNJAB,barley,364.6,29.81,12.33,3.15,3914.2857142857147
PUNJAB,barley,405.3,29.75,11.91,3.15,3780.952380952381
PUNJAB,barley,441.0,29.99,7.45,2.15,3465.1162790697676
PUNJAB,barley,274.7,30.23,10.45,3.15,3317.460317460317
PUNJAB,barley,424.79999999999995,29.75,6.45,2.15,3000.0
PUNJAB,barley,351.8,29.79,7.45,2.15,3465.1162790697676
PUNJAB,barley,552.0,29.6,7.0,2.0,3500.0
PUNJAB,barley,647.7000000000002,30.06,6.0,2.0,3000.0
PUNJAB,barley,594.8000000000001,29.84,7.0,2.0,3500.0
PUNJAB,barley,717.1999999999999,29.64,5.0,2.0,2500.0
PUNJAB,barley,361.09999999999997,30.3,7.0,2.0,3500.0
PUNJAB,barley,451.5,30.13,4.0,1.0,4000.0
PUNJAB,barley,705.1,29.82,4.0,1.0,4000.0
PUNJAB,barley,493.5,29.81,7.0,2.0,3500.0
PUNJAB,barley,586.6,29.81,4.0,1.0,4000.0
PUNJAB,barley,382.90000000000003,29.72,3.98,1.15,3460.869565217392
PUNJAB,barley,510.79999999999995,29.9,3.3,1.0,3300.0
PUNJAB,barley,463.90000000000003,29.63,13.1,9.9,1323.232323232323
PUNJAB,barley,661.7,29.58,21.8,13.9,1568.3453237410072
PUNJAB,barley,503.8,29.32,51.0,25.5,2000.0
PUNJAB,barley,571.4,29.12,33.0,22.3,1479.8206278026905
PUNJAB,barley,751.0000000000001,29.11,24.3,16.6,1463.855421686747
PUNJAB,barley,710.4000000000001,29.28,21.1,13.9,1517.9856115107914
PUNJAB,barley,753.0,29.61,23.8,12.1,1966.9421487603306
PUNJAB,barley,612.0000000000001,29.33,18.6,10.7,1738.317757009346
PUNJAB,barley,409.50000000000006,29.72,21.1,10.7,1971.9626168224302
PUNJAB,barley,1222.6000000000001,29.55,37.4,14.9,2510.0671140939594
PUNJAB,barley,480.40000000000003,29.18,24.5,11.4,2149.1228070175434
PUNJAB,barley,754.7,29.14,35.37,11.75,3010.2127659574467
PUNJAB,barley,475.8,29.32,38.33,13.84,2769.508670520231
PUNJAB,barley,478.09999999999997,29.23,29.25,11.81,2476.7146486028787
PUNJAB,barley,582.9,29.55,29.25,11.5,2543.4782608695655
PUNJAB,barley,580.9000000000001,29.46,47.68,15.32,3112.271540469974
PUNJAB,barley,869.1999999999998,30.18,24.8,8.64,2870.3703703703704
PUNJAB,barley,589.6,29.58,35.77,10.78,3318.181818181819
PUNJAB,barley,690.0999999999999,29.05,34.27,10.66,3214.821763602252
PUNJAB,barley,588.6,29.7,28.83,9.18,3140.5228758169933
PUNJAB,barley,364.6,29.81,31.66,9.18,3448.80174291939
PUNJAB,barley,405.3,29.75,33.79,10.44,3236.590038314176
PUNJAB,barley,441.0,29.99,17.88,5.96,3000.0
PUNJAB,barley,274.7,30.23,23.84,7.7,3096.1038961038957
PUNJAB,barley,424.79999999999995,29.75,24.84,7.7,3225.974025974026
PUNJAB,barley,351.8,29.79,22.62,6.96,3250.0
PUNJAB,barley,552.0,29.6,21.66,6.22,3482.315112540193
PUNJAB,barley,647.7000000000002,30.06,24.4,7.22,3379.5013850415507
PUNJAB,barley,594.8000000000001,29.84,19.92,5.48,3635.0364963503653
PUNJAB,barley,717.1999999999999,29.64,23.18,6.48,3577.1604938271603
PUNJAB,barley,361.09999999999997,30.3,15.96,4.74,3367.088607594937
PUNJAB,barley,451.5,30.13,13.96,3.74,3732.620320855615
PUNJAB,barley,705.1,29.82,14.22,3.74,3802.139037433155
PUNJAB,barley,493.5,29.81,14.96,3.74,4000.0
PUNJAB,barley,586.6,29.81,14.96,3.74,4000.0
PUNJAB,barley,382.90000000000003,29.72,9.92,2.74,3620.437956204379
PUNJAB,barley,510.79999999999995,29.9,10.69,2.74,3901.459854014598
PUNJAB,barley,720.7,29.23,7.0,6.0,1166.6666666666667
PUNJAB,barley,463.90000000000003,29.63,21.9,15.1,1450.3311258278145
PUNJAB,barley,661.7,29.58,40.2,28.1,1430.6049822064058
PUNJAB,barley,503.8,29.32,59.0,28.5,2070.1754385964914
PUNJAB,barley,571.4,29.12,41.0,28.7,1428.5714285714287
PUNJAB,barley,751.0000000000001,29.11,32.7,23.4,1397.4358974358977
PUNJAB,barley,710.4000000000001,29.28,23.9,16.1,1484.4720496894408
PUNJAB,barley,753.0,29.61,29.2,15.9,1836.4779874213834
PUNJAB,barley,612.0000000000001,29.33,21.4,11.3,1893.805309734513
PUNJAB,barley,409.50000000000006,29.72,22.9,11.3,2026.5486725663716
PUNJAB,barley,1222.6000000000001,29.55,37.6,15.1,2490.066225165563
PUNJAB,barley,480.40000000000003,29.18,30.5,13.6,2242.6470588235293
PUNJAB,barley,754.7,29.14,29.03,12.15,2389.3004115226336
PUNJAB,barley,475.8,29.32,51.77,18.46,2804.442036836403
PUNJAB,barley,478.09999999999997,29.23,36.55,15.29,2390.4512753433614
PUNJAB,barley,582.9,29.55,34.45,13.4,2570.89552238806
PUNJAB,barley,580.9000000000001,29.46,46.52,14.98,3105.4739652870494
PUNJAB,barley,869.1999999999998,30.18,31.1,11.06,2811.9349005424956
PUNJAB,barley,589.6,29.58,33.63,11.12,3024.280575539569
PUNJAB,barley,690.0999999999999,29.05,29.73,11.34,2621.693121693122
PUNJAB,barley,588.6,29.7,32.47,10.82,3000.9242144177447
PUNJAB,barley,364.6,29.81,29.14,8.82,3303.8548752834463
PUNJAB,barley,405.3,29.75,28.71,9.56,3003.1380753138073
PUNJAB,barley,441.0,29.99,16.12,6.04,2668.8741721854303
PUNJAB,barley,274.7,30.23,20.16,6.3,3200.0
PUNJAB,barley,424.79999999999995,29.75,21.16,6.3,3358.7301587301586
PUNJAB,barley,351.8,29.79,18.38,6.04,3043.0463576158936
PUNJAB,barley,552.0,29.6,12.34,4.78,2581.5899581589956
PUNJAB,barley,647.7000000000002,30.06,16.6,4.78,3472.803347280335
PUNJAB,barley,594.8000000000001,29.84,11.08,3.52,3147.727272727273
PUNJAB,barley,717.1999999999999,29.64,11.82,3.52,3357.9545454545455
PUNJAB,barley,361.09999999999997,30.3,10.04,3.26,3079.754601226994
PUNJAB,barley,451.5,30.13,11.04,3.26,3386.5030674846626
PUNJAB,barley,705.1,29.82,10.78,3.26,3306.7484662576685
PUNJAB,barley,493.5,29.81,11.04,3.26,3386.5030674846626
PUNJAB,barley,586.6,29.81,11.04,3.26,3386.5030674846626
PUNJAB,barley,382.90000000000003,29.72,7.38,2.26,3265.486725663717
PUNJAB,barley,510.79999999999995,29.9,7.51,2.26,3323.0088495575224
PUNJAB,barley,720.7,29.23,16.0,9.0,1777.7777777777776
PUNJAB,barley,463.90000000000003,29.63,19.0,11.0,1727.2727272727273
PUNJAB,barley,661.7,29.58,26.0,13.0,2000.0
PUNJAB,barley,503.8,29.32,35.0,16.0,2187.5
PUNJAB,barley,571.4,29.12,24.0,13.0,1846.1538461538462
PUNJAB,barley,751.0000000000001,29.11,17.0,9.0,1888.888888888889
PUNJAB,barley,710.4000000000001,29.28,19.0,9.0,2111.1111111111113
PUNJAB,barley,753.0,29.61,26.0,10.0,2600.0
PUNJAB,barley,612.0000000000001,29.33,17.0,7.0,2428.5714285714284
PUNJAB,barley,409.50000000000006,29.72,21.0,7.0,3000.0
PUNJAB,barley,1222.6000000000001,29.55,27.0,8.0,3375.0
PUNJAB,barley,480.40000000000003,29.18,23.0,7.0,3285.714285714286
PUNJAB,barley,754.7,29.14,19.3,6.4,3015.625
PUNJAB,barley,475.8,29.32,33.0,10.0,3300.0
PUNJAB,barley,478.09999999999997,29.23,28.7,8.85,3242.937853107345
PUNJAB,barley,582.9,29.55,19.41,5.24,3704.1984732824426
PUNJAB,barley,580.9000000000001,29.46,25.13,7.04,3569.6022727272725
PUNJAB,barley,869.1999999999998,30.18,25.25,6.99,3612.303290414878
PUNJAB,barley,589.6,29.58,22.46,6.28,3576.433121019108
PUNJAB,barley,690.0999999999999,29.05,26.34,8.08,3259.90099009901
PUNJAB,barley,588.6,29.7,21.56,6.08,3546.052631578947
PUNJAB,barley,364.6,29.81,27.98,7.08,3951.9774011299432
PUNJAB,barley,405.3,29.75,23.57,6.08,3876.6447368421054
PUNJAB,barley,441.0,29.99,25.24,6.08,4151.315789473684
PUNJAB,barley,274.7,30.23,21.24,6.08,3493.4210526315787
PUNJAB,barley,424.79999999999995,29.75,16.24,4.08,3980.3921568627447
PUNJAB,barley,351.8,29.79,19.24,5.08,3787.4015748031493
PUNJAB,barley,552.0,29.6,18.0,5.0,3600.0
PUNJAB,barley,647.7000000000002,30.06,14.0,4.0,3500.0
PUNJAB,barley,594.8000000000001,29.84,15.0,4.0,3750.0
PUNJAB,barley,717.1999999999999,29.64,11.0,3.0,3666.6666666666665
PUNJAB,barley,361.09999999999997,30.3,10.0,3.0,3333.3333333333335
PUNJAB,barley,451.5,30.13,11.0,3.0,3666.6666666666665
PUNJAB,barley,705.1,29.82,13.0,3.0,4333.333333333333
PUNJAB,barley,493.5,29.81,11.0,3.0,3666.6666666666665
PUNJAB,barley,586.6,29.81,12.0,3.0,4000.0
PUNJAB,barley,382.90000000000003,29.72,11.56,3.08,3753.246753246753
PUNJAB,barley,510.79999999999995,29.9,7.8,2.0,3900.0
PUNJAB,barley,720.7,29.23,10.0,5.0,2000.0
PUNJAB,barley,463.90000000000003,29.63,9.0,5.0,1800.0
PUNJAB,barley,661.7,29.58,15.0,8.0,1875.0
PUNJAB,barley,503.8,29.32,11.0,7.0,1571.4285714285713
PUNJAB,barley,571.4,29.12,12.0,7.0,1714.2857142857142
PUNJAB,barley,751.0000000000001,29.11,10.0,5.0,2000.0
PUNJAB,barley,710.4000000000001,29.28,8.0,4.0,2000.0
PUNJAB,barley,753.0,29.61,13.0,4.0,3250.0
PUNJAB,barley,612.0000000000001,29.33,9.0,4.0,2250.0
PUNJAB,barley,409.50000000000006,29.72,8.0,3.0,2666.6666666666665
PUNJAB,barley,1222.6000000000001,29.55,9.0,3.0,3000.0
PUNJAB,barley,480.40000000000003,29.18,6.0,2.0,3000.0
PUNJAB,barley,754.7,29.14,5.5,1.9,2894.7368421052633
PUNJAB,barley,475.8,29.32,7.0,2.0,3500.0
PUNJAB,barley,478.09999999999997,29.23,4.92,2.36,2084.7457627118647
PUNJAB,barley,582.9,29.55,4.18,1.68,2488.095238095238
PUNJAB,barley,580.9000000000001,29.46,6.43,1.88,3420.212765957447
PUNJAB,barley,869.1999999999998,30.18,17.19,5.25,3274.2857142857147
PUNJAB,barley,589.6,29.58,8.84,2.77,3191.335740072202
PUNJAB,barley,690.0999999999999,29.05,8.91,2.77,3216.6064981949457
PUNJAB,barley,588.6,29.7,5.66,1.77,3197.7401129943505
PUNJAB,barley,364.6,29.81,7.79,2.77,2812.274368231047
PUNJAB,barley,405.3,29.75,9.92,2.77,3581.2274368231047
PUNJAB,barley,441.0,29.99,11.31,2.77,4083.0324909747296
PUNJAB,barley,274.7,30.23,9.31,2.77,3361.01083032491
PUNJAB,barley,424.79999999999995,29.75,8.31,2.77,3000.0
PUNJAB,barley,351.8,29.79,6.31,1.77,3564.971751412429
PUNJAB,barley,552.0,29.6,4.0,1.0,4000.0
PUNJAB,barley,647.7000000000002,30.06,3.0,1.0,3000.0
PUNJAB,barley,594.8000000000001,29.84,4.0,1.0,4000.0
PUNJAB,barley,717.1999999999999,29.64,4.0,1.0,4000.0
PUNJAB,barley,361.09999999999997,30.3,4.0,1.0,4000.0
PUNJAB,barley,451.5,30.13,4.0,1.0,4000.0
PUNJAB,barley,705.1,29.82,5.0,1.0,5000.0
PUNJAB,barley,586.6,29.81,4.0,1.0,4000.0
PUNJAB,barley,382.90000000000003,29.72,6.56,1.77,3706.2146892655364
PUNJAB,barley,510.79999999999995,29.9,4.0,1.0,4000.0
UTTARAKHAND,barley,2031.4,29.23,2.6,2.5,1040.0
UTTARAKHAND,barley,1333.4,29.58,2.7,2.3,1173.913043478261
UTTARAKHAND,barley,1356.2999999999997,29.32,2.8,2.3,1217.3913043478262
UTTARAKHAND,barley,1372.1,29.12,2.2,2.2,1000.0
UTTARAKHAND,barley,1525.1999999999998,29.11,2.7,2.5,1080.0
UTTARAKHAND,barley,1653.6,29.61,2.4,1.9,1263.157894736842
UTTARAKHAND,barley,1514.3999999999999,29.33,2.3,1.9,1210.5263157894738
UTTARAKHAND,barley,987.2000000000002,29.72,1.7,1.3,1307.6923076923076
UTTARAKHAND,barley,1602.4,29.55,2.3,1.7,1352.941176470588
UTTARAKHAND,barley,1263.6,29.18,1.6,1.4,1142.8571428571431
UTTARAKHAND,barley,1564.9999999999995,29.14,2.06,1.33,1548.8721804511279
UTTARAKHAND,barley,1020.6999999999999,29.32,2.09,1.41,1482.2695035460993
UTTARAKHAND,barley,1108.1000000000001,29.23,1.39,1.18,1177.9661016949153
UTTARAKHAND,barley,1594.0,29.55,2.01,1.48,1358.108108108108
UTTARAKHAND,barley,1441.8,29.46,1.56,0.98,1591.8367346938776
UTTARAKHAND,barley,1616.1,30.18,2.04,1.41,1446.808510638298
UTTARAKHAND,barley,1401.4,29.58,2.41,1.62,1487.6543209876543
UTTARAKHAND,barley,803.5,29.05,1.1,0.91,1208.7912087912089
UTTARAKHAND,barley,1198.6000000000001,29.7,1.5,1.1,1363.6363636363635
UTTARAKHAND,barley,1185.6,29.81,1.23,0.97,1268.041237113402
UTTARAKHAND,barley,1544.3999999999999,29.99,1.2,1.01,1188.118811881188
UTTARAKHAND,barley,1574.7,30.23,1.31,1.21,1082.6446280991738
UTTARAKHAND,barley,1734.3999999999999,29.75,1.19,1.08,1101.8518518518517
UTTARAKHAND,barley,1219.6000000000001,29.79,1.22,1.18,1033.898305084746
UTTARAKHAND,barley,1348.1999999999998,29.6,1.29,0.86,1500.0
UTTARAKHAND,barley,1924.4,29.84,1.14,0.99,1151.5151515151513
UTTARAKHAND,barley,1363.5999999999997,29.64,1.39,1.16,1198.2758620689656
UTTARAKHAND,barley,847.6,30.3,1.3,0.91,1428.5714285714287
UTTARAKHAND,barley,1424.0,30.13,1.41,0.93,1516.1290322580642
UTTARAKHAND,barley,1564.6000000000001,29.82,1.22,0.93,1311.8279569892472
UTTARAKHAND,barley,1223.9,29.81,1.69,0.96,1760.4166666666667
UTTARAKHAND,barley,1735.2999999999997,29.81,1.6,1.15,1391.3043478260872
UTTARAKHAND,barley,1287.5,29.72,1.2,1.02,1176.4705882352941
UTTARAKHAND,barley,1072.3000000000002,29.63,9.4,8.9,1056.1797752808989
UTTARAKHAND,barley,1356.2999999999997,29.32,12.0,9.7,1237.1134020618558
UTTARAKHAND,barley,1372.1,29.12,10.1,9.1,1109.89010989011
UTTARAKHAND,barley,1653.6,29.61,8.5,8.0,1062.5
UTTARAKHAND,barley,1514.3999999999999,29.33,7.6,7.3,1041.0958904109589
UTTARAKHAND,barley,1602.4,29.55,6.7,6.4,1046.875
UTTARAKHAND,barley,1263.6,29.18,7.7,7.2,1069.4444444444443
UTTARAKHAND,barley,1564.9999999999995,29.14,5.53,4.43,1248.3069977426637
UTTARAKHAND,barley,1020.6999999999999,29.32,6.97,6.05,1152.0661157024795
UTTARAKHAND,barley,1108.1000000000001,29.23,6.36,6.09,1044.334975369458
UTTARAKHAND,barley,1441.8,29.46,6.45,5.41,1192.2365988909428
UTTARAKHAND,barley,1616.1,30.18,6.09,5.74,1060.9756097560974
UTTARAKHAND,barley,803.5,29.05,4.95,4.49,1102.4498886414253
UTTARAKHAND,barley,1185.6,29.81,7.08,5.38,1315.985130111524
UTTARAKHAND,barley,1712.8,29.75,7.27,6.31,1152.1394611727417
UTTARAKHAND,barley,1574.7,30.23,5.79,5.47,1058.5009140767825
UTTARAKHAND,barley,1734.3999999999999,29.75,6.55,6.06,1080.858085808581
UTTARAKHAND,barley,1348.1999999999998,29.6,5.61,4.11,1364.963503649635
UTTARAKHAND,barley,1424.0,30.13,5.03,4.54,1107.9295154185022
UTTARAKHAND,barley,1564.6000000000001,29.82,4.49,3.69,1216.8021680216802
UTTARAKHAND,barley,1223.9,29.81,4.55,3.74,1216.5775401069518
UTTARAKHAND,barley,1735.2999999999997,29.81,5.31,3.98,1334.1708542713566
UTTARAKHAND,barley,1287.5,29.72,3.68,3.61,1019.3905817174516
UTTARAKHAND,barley,1333.4,29.58,8.7,7.4,1175.6756756756754
UTTARAKHAND,barley,1356.2999999999997,29.32,10.5,8.5,1235.2941176470588
UTTARAKHAND,barley,1372.1,29.12,8.2,7.3,1123.2876712328766
UTTARAKHAND,barley,1525.1999999999998,29.11,11.7,8.9,1314.6067415730336
UTTARAKHAND,barley,1653.6,29.61,7.7,6.3,1222.2222222222224
UTTARAKHAND,barley,1514.3999999999999,29.33,8.3,5.8,1431.0344827586207
UTTARAKHAND,barley,987.2000000000002,29.72,10.8,7.2,1500.0
UTTARAKHAND,barley,1602.4,29.55,11.5,7.3,1575.3424657534247
UTTARAKHAND,barley,1263.6,29.18,10.0,8.1,1234.5679012345681
UTTARAKHAND,barley,1564.9999999999995,29.14,8.47,5.55,1526.1261261261263
UTTARAKHAND,barley,1020.6999999999999,29.32,7.36,4.73,1556.0253699788582
UTTARAKHAND,barley,1108.1000000000001,29.23,8.25,5.87,1405.4514480408857
UTTARAKHAND,barley,1594.0,29.55,6.89,4.62,1491.3419913419912
UTTARAKHAND,barley,1441.8,29.46,9.64,6.72,1434.5238095238099
UTTARAKHAND,barley,1616.1,30.18,6.97,4.88,1428.2786885245903
UTTARAKHAND,barley,1401.4,29.58,7.56,5.54,1364.6209386281587
UTTARAKHAND,barley,803.5,29.05,8.82,6.8,1297.0588235294117
UTTARAKHAND,barley,1198.6000000000001,29.7,5.33,5.12,1041.015625
UTTARAKHAND,barley,1185.6,29.81,7.03,5.69,1235.500878734622
UTTARAKHAND,barley,1712.8,29.75,6.82,4.72,1444.9152542372883
UTTARAKHAND,barley,1544.3999999999999,29.99,6.12,5.03,1216.6998011928429
UTTARAKHAND,barley,1574.7,30.23,7.52,4.89,1537.8323108384457
UTTARAKHAND,barley,1734.3999999999999,29.75,7.11,5.54,1283.3935018050543
UTTARAKHAND,barley,1219.6000000000001,29.79,7.56,5.47,1382.0840950639854
UTTARAKHAND,barley,1348.1999999999998,29.6,10.61,6.57,1614.9162861491627
UTTARAKHAND,barley,1178.8999999999999,30.06,5.64,4.97,1134.8088531187122
UTTARAKHAND,barley,1924.4,29.84,5.75,4.76,1207.983193277311
UTTARAKHAND,barley,1363.5999999999997,29.64,4.66,4.61,1010.8459869848157
UTTARAKHAND,barley,847.6,30.3,6.19,4.6,1345.6521739130435
UTTARAKHAND,barley,1424.0,30.13,5.64,4.28,1317.7570093457941
UTTARAKHAND,barley,1564.6000000000001,29.82,5.4,4.13,1307.5060532687653
UTTARAKHAND,barley,1223.9,29.81,5.94,4.2,1414.2857142857144
UTTARAKHAND,barley,1735.2999999999997,29.81,6.26,4.63,1352.0518358531317
UTTARAKHAND,barley,1287.5,29.72,5.65,4.32,1307.8703703703704
UTTARAKHAND,barley,1333.4,29.58,2.2,2.0,1100.0
UTTARAKHAND,barley,1356.2999999999997,29.32,2.8,2.5,1119.9999999999998
UTTARAKHAND,barley,1372.1,29.12,2.8,2.8,1000.0
UTTARAKHAND,barley,1525.1999999999998,29.11,2.3,2.3,1000.0
UTTARAKHAND,barley,1653.6,29.61,2.1,1.7,1235.2941176470588
UTTARAKHAND,barley,1514.3999999999999,29.33,2.1,2.0,1050.0
UTTARAKHAND,barley,987.2000000000002,29.72,2.2,1.7,1294.1176470588236
UTTARAKHAND,barley,1602.4,29.55,1.9,1.4,1357.142857142857
UTTARAKHAND,barley,1263.6,29.18,2.5,2.0,1250.0
UTTARAKHAND,barley,1564.9999999999995,29.14,2.16,1.84,1173.913043478261
UTTARAKHAND,barley,1020.6999999999999,29.32,2.96,1.91,1549.738219895288
UTTARAKHAND,barley,1108.1000000000001,29.23,2.17,1.52,1427.6315789473683
UTTARAKHAND,barley,1594.0,29.55,2.11,1.71,1233.9181286549708
UTTARAKHAND,barley,1441.8,29.46,1.95,1.5,1300.0
UTTARAKHAND,barley,1616.1,30.18,2.73,1.67,1634.7305389221558
UTTARAKHAND,barley,1401.4,29.58,1.68,1.35,1244.4444444444443
